=== Packet at 2025-09-22T18:59:00.154469 ===
From: 61.98.214.249:14505
Size: 4982 bytes
Data:
send0,29830,29830
1,30599,30214
2,30166,30198
3,30887,30370
4,30166,30329
5,30102,30291
6,30599,30335
7,30118,30308
8,28630,30121
9,27014,29811
10,26582,29517
11,26758,29287
12,26870,29101
13,28118,29031
14,30695,29142
15,30935,29254
16,30935,29353
17,31415,29467
18,30438,29518
19,28054,29445
20,27366,29346
21,27318,29254
22,27318,29170
23,27846,29114
24,31351,29204
25,31431,29290
26,31719,29380
27,31911,29470
28,31703,29547
29,30454,29577
30,30855,29611
31,32999,29691
32,31207,29726
33,31159,29735
34,31447,29778
35,30903,29804
36,30935,29816
37,31431,29859
38,31111,29942
39,29622,30029
40,31191,30183
41,31687,30347
42,32407,30532
43,32247,30669
44,33031,30747
45,32647,30804
46,32455,30855
47,32743,30899
48,32439,30966
49,30727,31055
50,31383,31189
51,31927,31342
52,32263,31507
53,31943,31644
54,32455,31681
55,31719,31690
56,31431,31681
57,31655,31672
58,31143,31653
59,30647,31660
60,27782,31557
61,27014,31358
62,26854,31213
63,27094,31077
64,27606,30949
65,29958,30918
66,31207,30927
67,31175,30918
68,31719,30939
69,31367,30997
70,28406,30904
71,27590,30767
72,29078,30656
73,28134,30519
74,27862,30347
75,30198,30265
76,31367,30229
77,32167,30210
78,31719,30186
79,32231,30236
80,29558,30175
81,28086,30047
82,27766,29897
83,27654,29754
84,27798,29599
85,29846,29537
86,31447,29537
87,32167,29554
88,31735,29574
89,34295,29696
90,30118,29773
91,28102,29810
92,27590,29834
93,27510,29848
94,27814,29855
95,29142,29828
96,30919,29818
97,31879,29842
98,31415,29832
99,32423,29867
100,30390,29933
101,29590,30000
102,30951,30062
103,30438,30139
104,30951,30242
105,30406,30249
106,30342,30214
107,31143,30180
108,30839,30151
109,31479,30126
110,31207,30181
111,29830,30239
112,31175,30353
113,31479,30480
114,32407,30634
115,31927,30703
116,31735,30713
117,31991,30707
118,31655,30704
119,28390,30507
120,30711,30527
121,31127,30628
122,33415,30822
123,31431,30953
124,30182,31032
125,28326,31005
126,27862,30903
127,27862,30769
128,28038,30656
129,29094,30545
130,31639,30587
131,31911,30664
132,34791,30792
133,32215,30852
134,31719,30877
135,29158,30836
136,28342,30769
137,28406,30678
138,28150,30588
139,28566,30491
140,29558,30436
141,28630,30396
142,28582,30309
143,29094,30230
144,28806,30110
145,32503,30129
146,31495,30121
147,31911,30118
148,32711,30154
149,31975,30273
150,31671,30305
151,31959,30333
152,31383,30265
153,32231,30292
154,31127,30323
155,29142,30351
156,27574,30341
157,27366,30324
158,27526,30307
159,28086,30274
160,29926,30217
161,31879,30216
162,33239,30164
163,32999,30190
164,33527,30250
165,31991,30345
166,32183,30473
167,33463,30641
168,32983,30802
169,33447,30965
170,32711,31070
171,34551,31268
172,32487,31398
173,32119,31499
174,32439,31620
175,31431,31584
176,30951,31566
177,31143,31540
178,31111,31487
179,31399,31468
180,30855,31440
181,31863,31437
182,30647,31413
183,30166,31344
184,31431,31354
185,30182,31389
186,27782,31396
187,26518,31367
188,26534,31334
189,27014,31299
190,26806,31195
191,29174,31104
192,31367,31042
193,31239,30983
194,31207,30906
195,31927,30904
196,29654,30820
197,28358,30649
198,28038,30485
199,28102,30306
200,29062,30185
201,29878,30029
202,32119,30017
203,31895,30009
204,32711,30018
205,31863,30033
206,30342,30012
207,30342,29986
208,30935,29980
209,31719,29991
210,31159,30001
211,31415,29986
212,30887,29994
213,31367,30034
214,30647,30008
215,30422,30016
216,30679,30112
217,29334,30206
218,30438,30336
219,30150,30441
220,30086,30550
221,30583,30597
222,30086,30554
223,29926,30511
224,30583,30490
225,29862,30421
226,31431,30480
227,28838,30496
228,29894,30558
229,31175,30660
230,30919,30722
231,31095,30763
232,31879,30755
233,31655,30747
234,32391,30736
235,32391,30754
236,32631,30830
237,30695,30842
238,31383,30857
239,32391,30879
240,32199,30914
241,31719,30924
242,32647,30983
243,31719,30994
244,31943,31038
245,31367,31069
246,30967,31079
247,29846,31096
248,27798,31008
249,27542,30921
250,27046,30820
251,27078,30703
252,29398,30680
253,30406,30696
254,31447,30725
255,31399,30776
256,30919,30759
257,30951,30829
258,28294,30776
259,27542,30655
260,28582,30577
261,27526,30458
262,27782,30321
263,30711,30290
264,31367,30256
265,34023,30310
266,31703,30279
267,32695,30346
268,29862,30295
269,31431,30263
270,31383,30236
271,31191,30218
272,31447,30178
273,31095,30158
274,30727,30117
275,30983,30104
276,30663,30094
277,30583,30119
278,28838,30153
279,29686,30225
280,30935,30354
281,30438,30466
282,30182,30493
283,30711,30503
284,30182,30461
285,30102,30417
286,30599,30407
287,29942,30373
288,28390,30376
289,28086,30394
290,29366,30420
291,30182,30509
292,30118,30587
293,30454,30578
294,30086,30536
295,30438,30416
296,30102,30363
297,29894,30269
298,29862,30269
299,29158,30194
300,30903,30178
301,30951,30170
302,28550,30050
303,28646,29850
304,29190,29591
305,28630,29299
306,31175,29019
307,32007,28776
308,31959,28588
309,32519,28381
310,31943,28158
311,30166,27943
312,28390,27769
313,28086,27556
314,28102,27351
315,28134,27157
316,31719,26956
317,31687,26782

==================================================

